gene,logFC,p_value
C2orf69,-0.06946438176599123,0.017921610116563035
STK38L,-0.05641501054325193,0.017921610116563035
KIDINS220,-0.05692016092494523,0.017921610116563035
IPO7,-0.09781218369880307,0.017964798848573264
RPL10,0.0489743898836803,0.017977311053129545
SEPT2,-0.10472687934790414,0.017977311053129545
KANSL1,-0.06473404398933535,0.01798881476015928
CDK11A,-0.05710705373240099,0.0180130982013663
VPS25,-0.1018161924271812,0.0180130982013663
GLE1,-0.061277075864010655,0.0180130982013663
KIAA1731,-0.05167539884891692,0.0180432455839969
RNF8,-0.08085456243457934,0.01804622119598743
NSMF,-0.08075062274981093,0.018082759398584114
MRPL16,-0.0905926863134443,0.018113383631177135
RILPL2,-0.06937589349138928,0.018113383631177135
FAM216A,-0.07433439126447539,0.018123344419525136
SOS1,-0.051463462877478605,0.018152916974515487
RRS1,-0.08964982633466079,0.01820464166210527
COX16,-0.09504043245329186,0.01820464166210527
NDUFA6,-0.09789159445010487,0.01820464166210527
UMPS,-0.07368552399911721,0.01820464166210527
FXN,-0.08389580235075744,0.01822303542076028
HEG1,-0.05976687445414619,0.01822303542076028
COPS5,-0.10039737321152131,0.018228557498895587
CCZ1,-0.09248125871033608,0.018242143351544966
RBM27,-0.09852676337923949,0.01824664842915329
GPBP1,-0.09807281110079469,0.01830170620674761
FOXRED2,-0.058234487542556224,0.018362870825709216
CMAS,-0.09431355554540044,0.018375256527554753
USP39,-0.0742834216491488,0.018378026947273703
PDDC1,-0.07094809117295053,0.018378026947273703
CEP89,-0.0688536099861965,0.018461575693651453
CTD-2270L9.4,-0.06658248923566479,0.018502191549563507
ASNSD1,-0.08469539803881432,0.01857302544986941
DGUOK,-0.09861023734226126,0.018585040200972316
IFRD1,-0.09851608930461175,0.018607531625840546
RIOK3,0.0746602648619552,0.018621501120370993
FBXW5,-0.1062034683540709,0.018662930274197798
POMGNT2,-0.060981977667618814,0.018715733452923915
PDPK1,-0.07083665409865958,0.018715733452923915
PTOV1,-0.09251173796501888,0.018770504217474386
HIP1,-0.055392102593593506,0.01895421327098865
MAPKAP1,-0.10280525162414911,0.01895854261505858
HEXDC,-0.05989744114249351,0.018998663156590025
WDR55,-0.07393853546224172,0.019043135976903384
SNRPG,-0.07676209984104432,0.01907362195519312
HSPB1,-0.08533262961751653,0.019085114950062397
ASH1L,-0.08280517466596837,0.019117964947336415
ARF1,-0.0935030482281265,0.019147677538669042
CIAPIN1,-0.0800394146909742,0.01918245365376664
THOC3,-0.07177812682730789,0.019203070277849538
OSBP,-0.06579691460915171,0.019203246714665938
RHBDD3,-0.0666877379394144,0.01920764904254842
L1CAM,-0.055792107313290096,0.01921257146541117
KPNA4,-0.09071503445723028,0.01925308585696581
PRR24,-0.05694976275310992,0.01925984495843367
DRG1,-0.08833956316930003,0.019330658461833922
POLR1C,-0.06657858435926922,0.019353652096232483
ATG10,-0.06663462816530874,0.019408298246002886
C1orf174,-0.08084022236041832,0.019437134695880123
HBS1L,-0.061641397366429374,0.01954610732309772
TAF12,-0.0965837540776251,0.019562305591943344
CASC4,-0.08281656781084745,0.019562305591943344
U2AF2,-0.08207757124565429,0.019593439181996436
PAK1IP1,-0.08125917136287075,0.019647772612557
THEM6,-0.0633362822052268,0.01970843115020247
PDCD11,-0.0702078812738618,0.01970843115020247
RBM23,-0.0761042047331939,0.01971077260079259
CYB5RL,-0.049485306159053444,0.019758748352626435
ZNF330,-0.07952452937602406,0.019761119476589893
SHOC2,0.0687332733263828,0.01981436403718941
ELMOD3,-0.05781818810133199,0.01981436403718941
C1GALT1,-0.07562366672420318,0.01981436403718941
PCBP2,-0.09013994219484633,0.019839877486991883
TMEM136,-0.0656513121358282,0.02004169457369732
USP48,-0.07826773812041932,0.020075629710680703
BNIP1,-0.058184062189581276,0.020075629710680703
C9orf40,-0.06698080031056186,0.020088147598812695
CCDC127,-0.06342179411476945,0.020098900765662942
JADE2,-0.05929121566483886,0.020098900765662942
INSIG1,-0.07466255896516127,0.020111087535690925
TAB2,-0.05846865710531368,0.0201346685324143
PGAP2,-0.07050039858444368,0.020226478899006396
ANKRD39,-0.09303080715913925,0.020227468615144278
TOMM34,-0.09192844096588804,0.020258200154481314
LRRC23,-0.06452028703344759,0.020412361102503385
PKIG,-0.08629385904450881,0.02046322095622978
PARP12,-0.050972632093591486,0.02046322095622978
MPRIP,-0.09064188986299548,0.02052705950310735
PTCD3,-0.07181016248297123,0.02059602019354419
DNAJC10,-0.08308181717911545,0.0206282285724932
CAV2,0.09465292981397244,0.020641729510555627
CTDSPL,-0.07477165918301232,0.02064645263365959
PSMD8,-0.09999693862660841,0.02067488729386898
TM4SF1,-0.10105652406658994,0.02072410327023264
LOX,-0.057780533373024134,0.020746167865793485
BASP1,-0.08660414524654847,0.020756517353770397
TM7SF2,0.06790267958749663,0.020943635656388924
MPHOSPH8,-0.09245309096600973,0.02097989037461988
MSRB3,-0.05554929742042791,0.020990741993091925
RDH14,-0.07765975655423407,0.020991047920596344
RBM22,-0.06892414013042725,0.020991047920596344
PHLDB2,-0.06345750133363737,0.021033040726886425
GNAI3,-0.08645023515383521,0.021082867107635746
FAR1,-0.05660898530714764,0.021120942271854317
C16orf80,-0.08579819715869519,0.02115471179837515
VANGL1,-0.05627663373870284,0.021191223620332163
CC2D2A,-0.055620937568885864,0.021333495219513686
CCNL2,-0.07225855970777051,0.021385035810306388
EXOSC4,-0.09923671912644494,0.021404848895825484
SAAL1,-0.05531240903375867,0.02141996630640592
MRPL36,-0.09515071833410804,0.02147427964008987
EXOSC9,-0.053623453893345996,0.02148966349712704
RAB35,-0.07683417833272443,0.02157088777431971
EVL,-0.06084841955238307,0.021590837643003017
UBE2K,-0.10151330810226167,0.021591330262980674
ELP6,-0.0783585247641696,0.021666214336971246
RGS19,-0.088330393423802,0.02171194286561674
UBQLN1,-0.09259309689074513,0.02171194286561674
AP3M1,-0.058106772737381185,0.021721096602983325
NPC2,-0.09590293566797037,0.021756664557119477
CSTB,0.08305901290335349,0.021763501580212966
SPINT2,-0.07932501958760785,0.02181702468031782
S100PBP,-0.04985830741644026,0.02183513303668347
NME2,0.07353944283586511,0.02188591788566332
MAML1,-0.0614739387288763,0.02188591788566332
SHB,-0.08638951486156365,0.02189865488491029
HUWE1,-0.07632113787776706,0.022054315740655982
CD2BP2,-0.09338909985343324,0.022054315740655982
PPP1CA,-0.09327216323701037,0.022055155654407754
ABCA7,-0.05149127237191209,0.02206594947578261
NOL11,-0.06915926958752738,0.02206594947578261
FAM3A,-0.09153119529772535,0.022087048973004533
RP11-169K16.9,-0.06947340335384755,0.022093386044227423
MAGEF1,-0.0921381491500135,0.02210204683521915
POLR2D,-0.0850988926947771,0.022102222826170283
SDC1,0.09106722327496986,0.022104172658525954
ENG,-0.05127004859392503,0.022265422071522427
UBE2Z,-0.09274853249167503,0.022290089542750764
GNAS,-0.08707677479979647,0.02234174249980568
SMAD5,0.07955247948258037,0.022387182206924674
TRAPPC12,-0.05055934789032168,0.022403843260977635
RP11-660L16.2,-0.06145970865671746,0.02242418959636323
SAMD4A,0.055895565275365655,0.02246272749928997
SLC35A3,-0.05682852646314629,0.02247934058209118
CCDC93,-0.049602800644906075,0.02265900148293506
KCTD9,-0.05744927942486555,0.022667790364214322
ATP6AP1,-0.08800434172492633,0.022668065247441204
CREB1,-0.06664379028916745,0.022714488315602063
RP11-792A8.4,-0.08723147673405585,0.02275791813776257
KDM2B,-0.054591971430611785,0.02277600601998872
STRADB,-0.07344155082658066,0.02277663287453813
IDI1,-0.08497213330064479,0.022805971721539836
CFDP1,-0.0954320984485646,0.022856249247608398
SIAH2,-0.08718315926653819,0.022857213728546055
DPH5,-0.06986678954529513,0.02288673966048363
ANKRD27,-0.0485162308070084,0.022933219451605452
MECR,-0.0721701799928205,0.022933219451605452
CRB3,-0.07500521442628294,0.022953455588417816
ZNF503,-0.06281910287527381,0.023028811017064544
ERAP2,-0.055216955981582494,0.023028811017064544
IP6K1,-0.05406464109819087,0.02305640056233646
CEP290,-0.06829625365555891,0.02307626214795245
ZMPSTE24,-0.07168630955073407,0.02311564134921186
FNBP4,-0.07864426331408314,0.023125106959917624
KDM4B,0.051358767798816984,0.023135495924633792
SUPT20H,-0.06669871152090856,0.023135495924633792
ZC3H7B,-0.06296355534725606,0.023170114333223
GTPBP8,-0.06225997809265671,0.023206978683319918
IPO4,-0.058657457055349305,0.0232555803367509
FAHD1,-0.07409530879056714,0.023256304072372756
TWF1,-0.08865185317889868,0.023256304072372756
LAPTM4B,-0.09727432254102464,0.023256425211521003
CRKL,-0.05696341350325351,0.02330224025470854
LGALS8,-0.06222284890426888,0.023309450359411572
POLR2M,-0.0624228855877238,0.02336923550551052
FBXO32,-0.07717459667133753,0.02338032050916905
DUSP12,-0.07994407009093596,0.023424315008416952
DUSP7,0.058190738354715776,0.02345862104266667
ZMIZ1,-0.051284321140836475,0.023467516413314692
BICD1,-0.06370303241687214,0.023487203495287785
BFAR,-0.08882660027306422,0.023544931350736785
FBXL12,-0.057894188413787795,0.02355570709641789
NARG2,-0.06494946320641226,0.023570496893148506
POLR2B,-0.07261082119371753,0.023686680557290507
TMEM101,-0.07016293308819854,0.023698002653895697
MSL3,-0.06267819355163429,0.023698002653895697
KMT2B,-0.05878022174309905,0.023709188382605304
CTBP1,-0.09786413763503443,0.02371511661111355
AIDA,-0.0929281394300574,0.023730269314674705
AGPS,-0.06485573952133272,0.023733165866978545
C17orf70,-0.05076263562200012,0.023752082474643374
DGAT1,-0.06812787923746644,0.023823346700567804
PQLC1,-0.081232526046918,0.023874680105191903
HNRNPH2,-0.0687068042285226,0.023927346191501695
SSR4,0.08062596983913473,0.02397233791752717
NEK2,-0.05231495956836074,0.023986020607492033
CIB2,-0.051008526281909994,0.0240536624763591
CNDP2,-0.07698165534976997,0.02410240917369058
AKAP13,-0.07426404858825109,0.024140661724869592
SPSB3,-0.07180662422335882,0.024237079521085215
TUFM,-0.09860423468156831,0.024256298270525202
DLK2,-0.05060764329571299,0.024275614090202877
ITGB8,-0.04777669761327363,0.024297819336698067
LLPH,-0.0975831188523486,0.024315703971307834
LPCAT1,-0.07640862047676311,0.024315703971307834
KIAA1522,-0.05908387883992727,0.02433696605371026
CD63,0.07851647941493312,0.024512825286226794
TSC22D2,-0.06390879172014685,0.024512825286226794
FAM133B,-0.09529395266033802,0.02455438602362423
SDSL,-0.07669227800404954,0.02464016017095768
PXDN,-0.06014996515702453,0.02465412428244095
CWF19L1,-0.04978851964632014,0.024725036648664513
SUCLA2,-0.061940490996308384,0.024749769464310418
ERCC1,-0.09594297551408992,0.024749769464310418
PRPF38B,-0.09399370170212418,0.024775000551611234
FAM98A,-0.0654760518850308,0.024788366687012522
VPS9D1-AS1,-0.05989060614575603,0.024788366687012522
NOSIP,-0.09736298387371445,0.02490281888282702
UNC45A,-0.06436351261743933,0.024930553226147668
GSE1,-0.053817599826565754,0.024970883515459466
CLIP1,-0.08557780516591151,0.025044933546960427
SF3B1,-0.08031454605086097,0.025044933546960427
CCDC18,-0.05005487551496657,0.02509292558953789
SLC30A6,-0.051109558345378225,0.02509292558953789
SH3BP2,-0.05303539895759091,0.02512199310993611
ZNF326,-0.07849547716899252,0.025146410494734824
ARF6,-0.09627618926981718,0.02516216907613161
B9D1,-0.059826419916561235,0.02530667309900916
MCM10,-0.060566533036482184,0.025465608903916786
DHX16,-0.06270374054257388,0.025501794103590603
NSMAF,-0.0579926452674302,0.02561362315032124
BAG6,-0.08079110616082996,0.025745177955988723
CCDC53,-0.08218699516548078,0.025751747521755068
HOOK3,-0.06873208183463486,0.025888552371497134
HOXC6,-0.04699718863328428,0.026034510952432727
MYO5B,-0.05240613830478846,0.026054969069742428
NANOS1,-0.05322560157735179,0.026080913233637395
VRK1,-0.06439036019515498,0.026235777609252307
UBAP2,-0.07151705643040174,0.026261339400391385
ECE1,0.073613721578079,0.026267182130135392
CAPN15,-0.05958534714985131,0.026292120512847694
METTL4,-0.05414350020688019,0.02633428413230232
MRPS5,-0.096234292706486535,0.02640933482808727
SCRN2,-0.050679207985253605,0.02646588842437145
SLCO3A1,-0.058483473256491614,0.026499352387866364
ZNF672,-0.07119999914183417,0.026499352387866364
NFU1,-0.09215263972143628,0.026501450758582706
CLCN3,-0.06494388807903029,0.02650733177395201
ZNF703,-0.0694597749105288,0.02657295816201222
PRMT5,-0.07864929193306125,0.026625310453410572
CSNK1D,-0.09397386996577506,0.02665245862882921
ZNF430,-0.05397825739817996,0.026757642286032668
SRP72,-0.09736491587275964,0.026874299558904673
PRKRIP1,-0.08320456453634861,0.02694561313607909
MAST2,-0.05230645841841408,0.02707001457710513
RNF135,-0.0672436768175988,0.02709506692678791
ELMSAN1,-0.06284178069137702,0.02709506692678791
RPSA,-0.046670530624458806,0.027101974500785664
CAMKK2,-0.05624314367299377,0.02711078784937492
DCAF5,-0.05885015097945967,0.027124752389194894
TOM1L1,-0.06281814101875405,0.027177779752204357
SPOP,-0.07786991670389742,0.027185177440803864
RAB1B,-0.09501442566989837,0.02718882652485514
ARL4C,-0.09190999143374157,0.027350323545075748
RNF130,-0.08286917638967317,0.02744494306816093
POLK,-0.052088561056249816,0.02744494306816093
DSEL,0.05235596414158472,0.02751808946943137
CDH2,-0.059125777778250566,0.02752722505084326
KIF1C,-0.08573139404560326,0.027531906375981623
RBMXL1,-0.0551774772374527,0.027659361293057294
DGCR2,-0.05772108939041232,0.02766719095075167
NDUFAF2,-0.09776858331570448,0.027700651123987886
FHL3,-0.06283538022529722,0.027735257529880056
GGPS1,-0.08320602700876645,0.027743030715169988
NUP35,-0.04804268899762221,0.02776928094330343
WDR12,-0.06066990476917944,0.027910792837320172
THOC5,-0.06525116089979477,0.027994501864949867
KCNQ1OT1,-0.07863449791924548,0.0280338372751689
PXMP4,-0.04816237458462069,0.02810030240569657
HINT3,-0.049436299923274696,0.02814033494091526
NDUFAF6,-0.08878490190930588,0.02815965286975856
CTU1,-0.0712897990865411,0.028183805564302535
TERF2,-0.0540299226894172,0.02818536651083356
ARIH2,-0.09056112842536379,0.02822551293515558
RPP14,-0.07200618799377878,0.028297821752927506
DIS3L2,-0.04961604693043409,0.028411029105061263
CARKD,-0.051348407433064125,0.02849023172458053
TMEM70,-0.08505775557433282,0.028570765375638813
RBM38,0.0791820791922353,0.02857814927451439
COPS7B,-0.07265447686153603,0.028619259719676944
MTPAP,-0.05082511784400712,0.028677088173357235
BLOC1S6,-0.07682492416798326,0.028683940741069707
FGFR1OP2,-0.09018229001615463,0.02869754112645932
C6orf120,-0.06738146927068112,0.028825784882302825
MT-ND5,-0.06494301685444981,0.02885231504093136
RUFY3,-0.05310731004083369,0.028920502365999957
RHOQ,-0.07030197968987562,0.02893929122413862
C21orf58,-0.054272902041751614,0.028944400066956245
ASXL1,-0.09084041999069647,0.028978031063259427
MITF,-0.05737463565201928,0.028984127168517653
TOP1,0.09950028374441455,0.028984127168517653
SYPL1,-0.0906441107234004,0.02899729058298501
TUBB4B,-0.10394682204143635,0.02903990894098536
UBE2E1,-0.08518255835733957,0.02903990894098536
NAA15,-0.07798292898454484,0.02903990894098536
FARS2,-0.048560825385527195,0.029043816715045818
JARID2,-0.05530655373261606,0.029043816715045818
BICD2,-0.0540076182092708,0.02904946975869002
MT1E,0.08596952539896385,0.02904946975869002
CD44,0.09354584211343386,0.02904946975869002
C7orf55-LUC7L2,-0.07795467232170594,0.029114216227140506
MISP,-0.060196904138882346,0.029114216227140506
STAMBPL1,-0.050788021402063066,0.02923252508808516
PAK1,-0.06456896278116986,0.02923252508808516
NPDC1,-0.0841407187439085,0.02935219411814144
ADAL,-0.062136194056710004,0.029352435215460472
C1orf85,-0.06464400028591122,0.029352435215460472
AVL9,-0.062018376400990505,0.029404784699461044
TMEM44,-0.0497724225228513,0.029404784699461044
MRPS18C,-0.09819564367523004,0.029459845515253394
NAA20,-0.09797554415839471,0.029509013228703213
ZMYM2,-0.050373126217179376,0.029584422441190757
AXIN1,-0.0539352380689504,0.029584422441190757
S100A13,0.09012951523877621,0.029584422441190757
CHMP1B,0.08214976883293001,0.029722216430455375
OTUB1,-0.09089921336711715,0.029722216430455375
P4HA2,0.07047436399196272,0.029743301307507127
PLAGL2,-0.05000000972900143,0.029802035528422758
TOPORS,-0.05153901501565272,0.029921618081610455
NUMB,-0.06930583598010909,0.02996189994633421
DIS3,-0.05258017228538314,0.02997261661452786
FIS1,-0.0885819755910422,0.030021355245142316
MACF1,-0.08458140784533441,0.030066570258976796
MIEN1,-0.09072334905992818,0.03011161701163458
PPIL2,-0.04942352234849512,0.03012105010258965
SERTAD2,-0.06246632775366212,0.03012574859974624
XPO7,-0.05160344410309836,0.030167172982554002
RTFDC1,-0.09515741580558679,0.030255252080642978
MSH2,-0.049745247409499704,0.030255252080642978
EXOSC5,-0.07775160194738007,0.03028172019802633
DGCR14,-0.05412443807308254,0.03028172019802633
CDC37,-0.09506534218241303,0.03052007799648675
NIN,-0.06133502010705705,0.030537753826018144
PHRF1,-0.05504324591507537,0.03056046710847822
MET,-0.07780058068071227,0.030573017292260054
KIAA0232,-0.0550055180911162,0.03067599285097039
C1QTNF6,-0.05182964353236219,0.030712031296700994
STK35,-0.047311695121787345,0.030790574203088936
CCDC28A,-0.04725224908521586,0.03080817742279203
MECP2,-0.07508786760493802,0.030836754998577357
URB1,-0.04702800830427911,0.030843513188057812
TRIP11,-0.07347391069721798,0.03087366013345605
SMARCA1,-0.0480878917364258,0.03087914925629535
CCNL1,-0.08382675530085582,0.03088743721139052
RBM33,-0.06821644302482532,0.03090856303819187
CLIC1,-0.0782519274294895,0.03092556529677082
FAM49B,-0.09097455090259299,0.030967471470025716
MVD,-0.06226418922823118,0.031036872451616154
ESD,-0.08773449644533748,0.031052044946814867
LSM14B,-0.0563870586106443,0.03107444975320653
ACOT8,-0.07394956622784221,0.03111391376828669
FANCF,-0.049437344808093364,0.03120428276856377
REXO1,-0.06100207458813589,0.03122055200220127
SPHK1,0.08876199659054418,0.03129340796692069
TXNRD2,-0.06762041816188091,0.031312846390343714
MRPS18B,-0.09422060691117196,0.031334597258566965
TEAD4,-0.08482885636553839,0.031334597258566965
STK4,-0.07799470394631669,0.031422309678876735
SEPT11,-0.0878363083153042,0.031494777361607336
TIAL1,-0.08822151638148057,0.03152345973266745
MDN1,-0.04634322591403439,0.03153666781149635
HES6,0.08170443155925344,0.0316388728178205
AP006621.5,-0.05715053913464985,0.031658585516143464
G0S2,0.06975418071050488,0.03172540316521789
RP11-220I1.1,-0.06715616548344272,0.03172569712592679
TYMS,-0.09830674889871283,0.03172569712592679
MIA3,-0.04907694492678427,0.03172569712592679
NABP1,0.07616347505480991,0.03179674057831593
DDX54,0.0881529059089523,0.03179674057831593
KRT18,-0.07873340855692668,0.031861601241355876
NUP153,-0.05437943237609755,0.031861601241355876
ENDOV,-0.07658312635707798,0.03199907366192109
SNORA76,0.0806389978304285,0.03209459087589335
FRMD8,0.06020786737962691,0.032149485670708564
ANKRD52,-0.06258245534476803,0.032149485670708564
TMEM192,-0.06938978853549393,0.032186375199411296
CAMK1,-0.058040565957596435,0.03228952451461123
DECR2,0.04731828168853536,0.03238464195119496
SEMA3C,0.05804727867036963,0.03246085199459619
HUS1,-0.06687098399182645,0.03247242800345821
PRKCDBP,-0.08404209042512889,0.03251174591996831
NUS1,-0.07679500698373065,0.0325279081394722
TAF11,-0.0800220946117216,0.03260038746774496
UBE2Q1,-0.0933856275241789,0.032618105146119736
INIP,-0.0684011237498936,0.0326797376755361
SPSB2,-0.0720651753449637,0.03268218562783588
MARCH9,-0.06329171851511717,0.03276151766300964
FRYL,-0.06086619833619,0.03276575845348535
NKX2-5,0.04494444851988444,0.03282783534705669
SSBP1,-0.09119745862651296,0.032834996332665144
AP2A1,-0.07285864677244636,0.032891832456521296
TSC2,-0.05705737344597761,0.032930672859545235
STRAP,-0.08942664183964943,0.032967172143086906
C1orf116,-0.052160949756719255,0.033048390354599305
FAF2,-0.07773240060094011,0.033048390354599305
SMPD2,-0.054888035564784055,0.033048390354599305
ENKD1,-0.049964316573564815,0.03306610932158396
SFR1,-0.048959805836988224,0.033092439021578365
ATP6V0E1,0.07356355260865399,0.033327446062686575
CNN3,-0.08981675753606133,0.03334413778060902
MAPK1,-0.07823043654737916,0.033406960734241306
TONSL,-0.045875034841691864,0.033406960734241306
PFDN4,0.09430702851554074,0.033406960734241306
SOD2,0.09358500115069024,0.033406960734241306
TPM1,-0.09374281626724468,0.03359366959383427
RP11-532F12.5,-0.06759786149990887,0.03359366959383427
SH3RF1,-0.055657021039384524,0.033596562425111325
RPRD1B,-0.053078238087471696,0.033607658432008816
MTMR2,-0.06719388534836757,0.03363829720629938
MIF4GD,-0.07330516506623574,0.03363829720629938
TMTC3,0.04997259174044366,0.03368538836411635
BCR,-0.05216776452358385,0.03376045263217581
TM9SF3,-0.09045254111303791,0.03376045263217581
PKN2,-0.0710298264859448,0.03383981131468495
SPATS2L,0.08551768251436798,0.03388228166631819
BICC1,-0.04810348818927501,0.03390232904932326
UBE2A,-0.0932051959948268,0.033952862291408883
FRAT2,-0.048575952879818196,0.03398549168551877
SUMF1,-0.057804022930143084,0.034034132479063124
NDUFB11,-0.08570892496663518,0.034034132479063124
CUL1,-0.06363316826785592,0.03404108300421644
USB1,-0.08866559013071562,0.03404108300421644
ZFP91,-0.07280329363290772,0.034077021020697075
RAP2A,-0.04970363499060593,0.03409119492801668
DNM2,-0.06911058390120406,0.03412170262178544
SAYSD1,-0.061308106905588744,0.034139648532324686
NAGLU,-0.046869465895028384,0.0341745670780633
MOSPD1,0.06604043296852247,0.03417977556304843
TMED5,-0.07604166193443351,0.03417977556304843
P2RX4,-0.04723895869758721,0.03417977556304843
HTT,-0.05888497802975401,0.03417977556304843
ABRACL,-0.0885132745681032,0.0342255938187154
MMP14,0.06325423308292333,0.0342552897577625
RBM4,-0.06722975845929469,0.03428143094743724
TCF25,-0.08868133673479495,0.03429922014292336
RASSF3,-0.061076077935052986,0.034359630058303926
ZNF680,-0.0481464141689214,0.0344252067713036
GSTO2,-0.05566604052055002,0.034437735471964444
IDS,-0.08278372939647394,0.03448626853695588
DCAF12,-0.0550906847803061,0.03449766286129299
LIMD2,-0.06469931289689956,0.03449823398479082
CSAG1,-0.04137154543152377,0.03455558625499639
DHPS,-0.074973426660675635,0.03455558625499639
RAD17,-0.05453861839953422,0.034635006131960695
BAG5,-0.06432204941614472,0.034635006131960695
PTPN4,-0.04629511255451302,0.03469812723101619
LEMD2,-0.06426104915027864,0.03469812723101619
ZBTB7A,-0.07999336109767174,0.03473877935057178
ADCY3,-0.04578528623404132,0.034822921799178674
SDCBP,-0.08328835859958428,0.03483494169613011
GORASP2,-0.08316177851429618,0.03490107019113847
RP4-758J18.2,-0.07247426567005899,0.03493024207796356
EIF2AK4,-0.09282640750988325,0.035025954833803975
C12orf29,-0.0715829607309475,0.0350815185383652
R3HDM4,-0.07295519373513759,0.03511222249428226
HEMK1,-0.0469207773725655,0.035154086982798385
KDM3B,-0.052081204662491665,0.03528316785821038
ARHGAP5-AS1,-0.05261135475240941,0.03534349312334407
NBN,-0.06922073871031564,0.035353690897433614
WDR11,-0.050855421791053956,0.03545876828708913
ZBTB22,-0.04585407168067146,0.03571556398834341
GRHPR,-0.08837393877038746,0.03571556398834341
IL17RC,-0.05407686062267025,0.03573654848488049
NFKBIL1,-0.07527276305504227,0.03573654848488049
MED4,-0.08122668035517755,0.03577770413024315
RP11-452F19.3,-0.05826411896301131,0.0357851756399979
ARID5A,-0.050820711461441626,0.036003255319490744
EXOC7,-0.07455482649204548,0.036214066228033935
ST3GAL4,-0.079611873073973,0.0362766310353232
SMARCD1,-0.081530809389327,0.0362824350139938
KIAA1033,-0.05042693096449469,0.036360816686924764
MSRA,-0.05391924981710616,0.03638513175992416
CBL,-0.047364154430516336,0.03643832081014657
H2AFY2,-0.045594419163532685,0.036479738300967256
EFCAB11,-0.05090444209003486,0.036479738300967256
GID8,-0.08424778549280809,0.03650014322612718
DIP2B,-0.050569830268054616,0.03668727546596435
STAU1,-0.09088420010750742,0.03669927245522444
COA7,-0.05678072214799812,0.0367746503966181
FAM174A,-0.06633734358370091,0.0367820533152073
RPL3,0.04722126543689242,0.03679838208322838
ENOPH1,-0.08173488846461652,0.03680518251212062
C9orf89,-0.08928040539043103,0.036866302367129025
C14orf159,-0.045877605842954416,0.03688629157357927
PRR13,-0.0822576020615271,0.03690677310410532
TIPIN,-0.0559083083058356,0.036950883871047176
TXN2,-0.09165890816602396,0.036957154169194026
SNX14,-0.050397116234827344,0.03700385293906788
GSTT1,-0.05819529350292818,0.03705845208128299
GNG11,0.06829225988656873,0.037095755208937646
PTDSS2,-0.05988380164594265,0.037239412915918015
TNFAIP8,0.0562481640228123,0.03725435523778
PHACTR2,-0.06832299900985195,0.03725435523778
ILF3-AS1,-0.08458003427546501,0.03730690350363113
TMED7,-0.07326748970295593,0.03735315615062637
CSNK2A2,-0.0708953700886843,0.03737669090778309
SNTA1,-0.05894463358082813,0.03747146353070988
APC,-0.04769638612445615,0.03750593352232481
FAM219B,-0.06538257606736053,0.03754394671821405
G3BP2,-0.07360643777503384,0.037589311710896293
NSL1,-0.06093621982497943,0.037596297988182856
SREK1IP1,0.08151039745028577,0.0377830038463557
TMEM68,0.057369027143152174,0.037795169889030825
POLR3F,-0.05063725446159495,0.03784196587247243
TRIM2,-0.04984054826588746,0.037891851448135914
PIP4K2A,-0.06532023207733673,0.03795274359474303
MGST3,-0.09240573177709432,0.03799848004768524
CCDC94,-0.05194380603816029,0.03799848004768524
CUL4A,-0.07560763148525318,0.038025502521531446
COA5,-0.08222194091077917,0.03804205176074855
ITGB5,-0.07783710630711305,0.03814691830538223
ZNF259,-0.08729527291364558,0.03814691830538223
NUP214,-0.05180860867495696,0.038157246746575765
MAFK,0.057743034223342704,0.03824123097584923
PLGRKT,-0.07369926378926639,0.038246917486374626
WWC1,-0.07089591857145372,0.03831109503007388
GPR160,-0.0513267554568122,0.03837116669268014
TAF2,-0.050504198704862446,0.03840865835725735
USE1,-0.07845627262008215,0.038589679136718374
GYG1,0.07303019738560579,0.0386509491966651
CDK5RAP2,-0.054425117619822494,0.038690203287729166
LINC00938,-0.05103158840118649,0.038690203287729166
TMEM161A,-0.045274143295846336,0.03870647887361581
FTO,-0.04670182401981826,0.03870647887361581
SART1,-0.06771267339792786,0.03872450813914938
CLDND1,-0.07660941895385065,0.03877890685090525
TGM2,0.09194930949235225,0.03878893048367574
NGDN,-0.06736796967675751,0.03880012713214981
REST,-0.07815994432883056,0.039046470393866044
OPA3,-0.052456912677321554,0.039077765017077624
MRPS10,-0.09002493768179676,0.039395609422046535
PTBP3,0.07554291534337754,0.039405724416826736
RPL12,0.03601241130084176,0.03941971483456692
STK19,-0.04989936993383992,0.03946994525736931
TMEM43,-0.058016431098052657,0.039564292605885225
ERC1,-0.059427868762480074,0.03958576427860945
IFNAR1,-0.07385823617188692,0.03960440016175897
CHURC1,0.0859242462911709,0.0396146993397616
ZNF638,-0.06003096707818312,0.03962444846961455
PIGW,-0.06080202136155233,0.03962444846961455
PACS2,-0.05992736202362359,0.039717764872929155
CHMP3,0.09143900298518837,0.03974929109082196
CCPG1,0.05321545158223273,0.03975414074977295
RELT,-0.04788945021593083,0.03979156447976561
SCAMP1,-0.05231020352973381,0.03984582748424722
HPS3,-0.04993911410918361,0.03984582748424722
POMGNT1,-0.07961945944696769,0.039857419882842096
PHB2,-0.088609220501489,0.039867921859816725
MICA,0.05954726198458804,0.03998320534786574
ORC2,-0.045723190478319964,0.03998492143456061
KCNN4,-0.04514275122980749,0.03998492143456061
NECAB3,-0.054527216477779916,0.04004696323820173
CFL1,-0.0491208385628461,0.04004696323820173
